DATE,UPI APP,VOL(Million),VOL(Cr),Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
28/02/2023,IndusInd Bank Apps,0.78,84843.00%,-,-,-,-,-,-,0.78,848.43
28/02/2023,Jio Payments Bank Apps,1.5,10403.00%,-,-,-,-,-,-,1.5,104.03
28/02/2023,Jupiter,2.39,31407.00%,-,-,-,-,-,-,2.39,314.07
28/02/2023,Karnataka Bank Apps,0.39,8838.00%,-,-,-,-,-,-,0.39,88.38
28/02/2023,Karur Vysya Bank Apps,0.04,1478.00%,-,-,-,-,-,-,0.04,14.78
28/02/2023,Kotak Mahindra Bank Apps,12.09,252161.00%,-,-,0,3.00%,-,-,12.09,"2,521.65"
28/02/2023,MakeMyTrip,0.05,2270.00%,-,-,-,-,-,-,0.05,22.7
28/02/2023,Mobikwik,3.39,80492.00%,-,-,-,-,-,-,3.39,804.92
28/02/2023,NSDL Payments Bank Apps,0.02,300.00%,-,-,-,-,-,-,0.02,3
28/02/2023,Paytm Payments Bank App,"1,027.97",11686436.00%,1052.00%,1708.00%,0.43,62178.00%,98.61,"19,025.03","1,137.53","136,528.25"
28/02/2023,PhonePe,"3,519.12",62012197.00%,-,-,-,-,-,-,"3,519.12","620,121.97"
28/02/2023,Punjab National Bank Apps,0.33,9001.00%,-,-,-,-,-,-,0.33,90.01
31/03/2023,Airtel Payments Bank Apps,10.66,76139.00%,-,-,0,0.00%,0,0.11,10.66,761.51
31/03/2023,Allahabad Bank Apps,0.03,833.00%,-,-,-,-,-,-,0.03,8.33
31/03/2023,Amazon Pay,50.56,536090.00%,-,-,-,-,-,-,50.56,"5,360.90"
31/03/2023,AU Small Finance Bank Apps,0.62,18648.00%,-,-,-,-,-,-,0.62,186.48
31/03/2023,Axis Bank Apps,9.31,170048.00%,4890.00%,27318.00%,0.03,300.00%,-,-,58.24,"1,976.67"
31/03/2023,Bajaj Finserv,6.7,96535.00%,-,-,-,-,-,-,6.7,965.35
31/03/2023,Bajaj Finserv PPI,0.05,1222.00%,-,-,-,-,-,-,0.05,12.22
31/03/2023,Bajaj Markets,0.01,35.00%,-,-,-,-,-,-,0.01,0.35
31/03/2023,Bandhan Bank Apps,0.01,150.00%,-,-,-,-,-,-,0.01,1.5
31/03/2023,Bank of America Apps,0.01,206.00%,-,-,0,0.00%,-,-,0.01,2.07
31/03/2023,Bank of Baroda Apps,1.16,44684.00%,-,-,0,42.00%,-,-,1.16,447.25
31/03/2023,Bank of India Apps,0.23,7114.00%,-,-,-,-,-,-,0.23,71.14
31/03/2023,Bank of Maharashtra Apps,0.06,2129.00%,-,-,-,-,-,-,0.06,21.29
31/03/2023,BHIM,23.68,749824.00%,-,-,-,-,-,-,23.68,"7,498.24"
31/03/2023,Canara Bank Apps,1.39,37443.00%,-,-,-,-,-,-,1.39,374.43
31/03/2023,Central Bank of India Apps,0.36,8348.00%,-,-,0,9.00%,-,-,0.36,83.56
31/03/2023,Citi Bank Apps,0.12,6755.00%,-,-,0,1.00%,-,-,0.12,67.55
31/03/2023,City Union Bank Apps,0.06,1893.00%,-,-,-,-,-,-,0.06,18.93
31/03/2023,Cointab,0.04,1907.00%,-,-,-,-,-,-,0.04,19.07
31/03/2023,Cred,42.84,2105631.00%,-,-,-,-,-,-,42.84,"21,056.31"
31/03/2023,DBS Digibank Apps,0.41,17788.00%,-,-,-,-,-,-,0.41,177.88
31/03/2023,Deutsche Bank Apps,1.72,16784.00%,-,-,0.02,1927.00%,-,-,1.73,187.11
31/03/2023,Dhanlaxmi Bank Apps,0.01,321.00%,-,-,-,-,-,-,0.01,3.21
31/03/2023,Equitas Small Finance Bank Apps,0.02,1357.00%,-,-,-,-,-,-,0.02,13.57
31/03/2023,Eroute,0.27,1925.00%,-,-,-,-,-,-,0.27,19.25
31/03/2023,Fampay PPI,9.49,12459.00%,-,-,-,-,-,-,9.49,124.59
31/03/2023,Fave,0.08,640.00%,-,-,-,-,-,-,0.08,6.4
31/03/2023,Federal Bank Apps,5.25,64850.00%,-,-,0,0.00%,-,-,5.25,648.51
31/03/2023,Fino Payments bank Apps,0.13,818.00%,-,-,-,-,-,-,0.13,8.18
31/03/2023,Google Pay,"3,054.44",48289669.00%,-,-,-,-,-,-,"3,054.44","482,896.69"
31/03/2023,Groww,0.18,13764.00%,-,-,-,-,-,-,0.18,137.64
31/03/2023,HDFC Bank Apps,14.22,364487.00%,-,-,0,1.00%,-,-,14.22,"3,644.88"
31/03/2023,HSBC Bank Apps,0.14,8969.00%,0.00%,3.00%,0,0.00%,-,-,0.14,89.71
31/03/2023,ICICI Bank Apps,29.46,877327.00%,487.00%,34816.00%,7.26,850271.00%,-,-,41.59,"17,624.14"
31/03/2023,IDBI Bank Apps,0.07,3238.00%,-,-,-,-,-,-,0.07,32.38
31/03/2023,IDFC Bank Apps,13.36,266521.00%,-,-,0.67,64096.00%,-,-,14.02,"3,306.18"
31/03/2023,India Post Payments Bank Apps,4.44,66769.00%,-,-,-,-,-,-,4.44,667.69
31/03/2023,Indian Bank Apps,0.26,7585.00%,-,-,0,1656.00%,-,-,0.26,92.41
31/03/2023,Indian Overseas Bank Apps,0.02,447.00%,-,-,-,-,-,-,0.02,4.47
31/03/2023,IndusInd Bank Apps,0.93,95035.00%,-,-,-,-,-,-,0.93,950.35
31/03/2023,Janata Sahakari Bank Apps,0.01,374.00%,-,-,-,-,-,-,0.01,3.74
31/03/2023,Jio Payments Bank Apps,1.68,11872.00%,-,-,-,-,-,-,1.68,118.72
31/03/2023,Jupiter,2.66,35812.00%,-,-,-,-,-,-,2.66,358.12
31/03/2023,Karnataka Bank Apps,0.42,9153.00%,-,-,-,-,-,-,0.42,91.53
31/03/2023,Karur Vysya Bank Apps,0.04,1584.00%,-,-,-,-,-,-,0.04,15.84
31/03/2023,Kotak Mahindra Bank Apps,13.77,285464.00%,-,-,0,1.00%,-,-,13.77,"2,854.65"
31/03/2023,LivQuick PPI,0.01,64.00%,-,-,-,-,-,-,0.01,0.64
31/03/2023,MakeMyTrip,0.05,2350.00%,-,-,-,-,-,-,0.05,23.5
31/03/2023,Mobikwik,3.64,93798.00%,-,-,-,-,-,-,3.64,937.98
31/03/2023,NSDL Payments Bank Apps,0.03,347.00%,-,-,-,-,-,-,0.03,3.47
